no	month	temperature	precipitation	station	country	latitude	NS	longitude	WE	altitude
26	2	5.9	31.4	セティフ_アルジェリア	アルジェリア	36.18	N	5.25	E	1033
26	3	9	34.3	セティフ_アルジェリア	アルジェリア	36.18	N	5.25	E	1033
26	4	12	42.3	セティフ_アルジェリア	アルジェリア	36.18	N	5.25	E	1033
26	5	16.9	42.6	セティフ_アルジェリア	アルジェリア	36.18	N	5.25	E	1033
26	6	22.3	20.8	セティフ_アルジェリア	アルジェリア	36.18	N	5.25	E	1033
26	7	26.3	8.1	セティフ_アルジェリア	アルジェリア	36.18	N	5.25	E	1033
26	8	25.7	14.3	セティフ_アルジェリア	アルジェリア	36.18	N	5.25	E	1033
26	9	20.4	34.5	セティフ_アルジェリア	アルジェリア	36.18	N	5.25	E	1033
26	10	15.7	28	セティフ_アルジェリア	アルジェリア	36.18	N	5.25	E	1033
26	11	9.6	39.2	セティフ_アルジェリア	アルジェリア	36.18	N	5.25	E	1033
26	12	6.1	39.4	セティフ_アルジェリア	アルジェリア	36.18	N	5.25	E	1033
27	1	12.8	1.1	タマンラセット_アルジェリア	アルジェリア	22.8	N	5.43	E	1362
27	2	15.3	0.9	タマンラセット_アルジェリア	アルジェリア	22.8	N	5.43	E	1362
27	3	19.2	5.2	タマンラセット_アルジェリア	アルジェリア	22.8	N	5.43	E	1362
27	4	23.8	0.1	タマンラセット_アルジェリア	アルジェリア	22.8	N	5.43	E	1362
27	5	27.7	1.5	タマンラセット_アルジェリア	アルジェリア	22.8	N	5.43	E	1362
27	6	30	5.7	タマンラセット_アルジェリア	アルジェリア	22.8	N	5.43	E	1362
27	7	30.1	7.5	タマンラセット_アルジェリア	アルジェリア	22.8	N	5.43	E	1362
27	8	29.1	18.5	タマンラセット_アルジェリア	アルジェリア	22.8	N	5.43	E	1362
27	9	27.9	6.5	タマンラセット_アルジェリア	アルジェリア	22.8	N	5.43	E	1362
27	10	23.8	8.2	タマンラセット_アルジェリア	アルジェリア	22.8	N	5.43	E	1362
27	11	18.2	0.4	タマンラセット_アルジェリア	アルジェリア	22.8	N	5.43	E	1362
27	12	14.4	0.6	タマンラセット_アルジェリア	アルジェリア	22.8	N	5.43	E	1362
28	1	5.8	51.7	ティアレット_アルジェリア	アルジェリア	35.35	N	1.47	E	977
28	2	6.6	47.9	ティアレット_アルジェリア	アルジェリア	35.35	N	1.47	E	977
28	3	9.7	45.9	ティアレット_アルジェリア	アルジェリア	35.35	N	1.47	E	977
28	4	12.6	47.4	ティアレット_アルジェリア	アルジェリア	35.35	N	1.47	E	977
28	5	17	30.2	ティアレット_アルジェリア	アルジェリア	35.35	N	1.47	E	977
28	6	22.9	12.6	ティアレット_アルジェリア	アルジェリア	35.35	N	1.47	E	977
28	7	27.1	2.7	ティアレット_アルジェリア	アルジェリア	35.35	N	1.47	E	977
28	8	26.4	9.1	ティアレット_アルジェリア	アルジェリア	35.35	N	1.47	E	977
28	9	21.3	27.7	ティアレット_アルジェリア	アルジェリア	35.35	N	1.47	E	977
28	10	16.6	33.5	ティアレット_アルジェリア	アルジェリア	35.35	N	1.47	E	977
28	11	10.1	46.4	ティアレット_アルジェリア	アルジェリア	35.35	N	1.47	E	977
28	12	6.9	40.8	ティアレット_アルジェリア	アルジェリア	35.35	N	1.47	E	977
29	1	10.2	120.5	ティジウーズー_アルジェリア	アルジェリア	36.7	N	4.05	E	188
29	2	10.8	87.8	ティジウーズー_アルジェリア	アルジェリア	36.7	N	4.05	E	188
29	3	13.3	82.8	ティジウーズー_アルジェリア	アルジェリア	36.7	N	4.05	E	188
29	4	15.7	81.1	ティジウーズー_アルジェリア	アルジェリア	36.7	N	4.05	E	188
29	5	19.5	57.6	ティジウーズー_アルジェリア	アルジェリア	36.7	N	4.05	E	188
29	6	24.3	10.5	ティジウーズー_アルジェリア	アルジェリア	36.7	N	4.05	E	188
29	7	27.8	1.9	ティジウーズー_アルジェリア	アルジェリア	36.7	N	4.05	E	188
29	8	28	9.3	ティジウーズー_アルジェリア	アルジェリア	36.7	N	4.05	E	188
29	9	24.1	46.4	ティジウーズー_アルジェリア	アルジェリア	36.7	N	4.05	E	188
29	10	20	68.7	ティジウーズー_アルジェリア	アルジェリア	36.7	N	4.05	E	188
29	11	14.7	116.9	ティジウーズー_アルジェリア	アルジェリア	36.7	N	4.05	E	188
29	12	11.4	119.7	ティジウーズー_アルジェリア	アルジェリア	36.7	N	4.05	E	188
30	1	6.8	29.6	ティベッサ_アルジェリア	アルジェリア	35.42	N	8.12	E	821
30	2	7.5	22.8	ティベッサ_アルジェリア	アルジェリア	35.42	N	8.12	E	821
30	3	10.8	34.6	ティベッサ_アルジェリア	アルジェリア	35.42	N	8.12	E	821
30	4	14.2	38	ティベッサ_アルジェリア	アルジェリア	35.42	N	8.12	E	821
30	5	19.1	36.9	ティベッサ_アルジェリア	アルジェリア	35.42	N	8.12	E	821
30	6	24	23.3	ティベッサ_アルジェリア	アルジェリア	35.42	N	8.12	E	821
30	7	27.3	15.6	ティベッサ_アルジェリア	アルジェリア	35.42	N	8.12	E	821
30	8	26.7	27	ティベッサ_アルジェリア	アルジェリア	35.42	N	8.12	E	821
30	9	22.1	48.7	ティベッサ_アルジェリア	アルジェリア	35.42	N	8.12	E	821
30	10	17.6	34.8	ティベッサ_アルジェリア	アルジェリア	35.42	N	8.12	E	821
30	11	11.7	31.8	ティベッサ_アルジェリア	アルジェリア	35.42	N	8.12	E	821
30	12	8	29.1	ティベッサ_アルジェリア	アルジェリア	35.42	N	8.12	E	821
31	1	11.8	4.1	ティミムン_アルジェリア	アルジェリア	29.25	N	0.28	E	312
31	2	14.8	1.1	ティミムン_アルジェリア	アルジェリア	29.25	N	0.28	E	312
31	3	19.5	2.5	ティミムン_アルジェリア	アルジェリア	29.25	N	0.28	E	312
31	4	24.4	1	ティミムン_アルジェリア	アルジェリア	29.25	N	0.28	E	312
31	5	29.3	2.7	ティミムン_アルジェリア	アルジェリア	29.25	N	0.28	E	312
31	6	34.4	0.2	ティミムン_アルジェリア	アルジェリア	29.25	N	0.28	E	312
31	7	37.6	0.2	ティミムン_アルジェリア	アルジェリア	29.25	N	0.28	E	312
31	8	36.5	1	ティミムン_アルジェリア	アルジェリア	29.25	N	0.28	E	312
31	9	32.3	3.1	ティミムン_アルジェリア	アルジェリア	29.25	N	0.28	E	312
31	10	25.4	1.5	ティミムン_アルジェリア	アルジェリア	29.25	N	0.28	E	312
31	11	17.7	2.8	ティミムン_アルジェリア	アルジェリア	29.25	N	0.28	E	312
31	12	12.7	1.8	ティミムン_アルジェリア	アルジェリア	29.25	N	0.28	E	312
32	1	13.4	2.8	ティンドゥーフ_アルジェリア	アルジェリア	27.7	N	8.17	W	443
32	2	16	6.7	ティンドゥーフ_アルジェリア	アルジェリア	27.7	N	8.17	W	443
32	3	19.8	3.3	ティンドゥーフ_アルジェリア	アルジェリア	27.7	N	8.17	W	443
32	4	23	1.1	ティンドゥーフ_アルジェリア	アルジェリア	27.7	N	8.17	W	443
32	5	26.1	1	ティンドゥーフ_アルジェリア	アルジェリア	27.7	N	8.17	W	443
32	6	29.8	1.2	ティンドゥーフ_アルジェリア	アルジェリア	27.7	N	8.17	W	443
32	7	35.2	0.7	ティンドゥーフ_アルジェリア	アルジェリア	27.7	N	8.17	W	443
32	8	34.7	5	ティンドゥーフ_アルジェリア	アルジェリア	27.7	N	8.17	W	443
32	9	29.9	11.2	ティンドゥーフ_アルジェリア	アルジェリア	27.7	N	8.17	W	443
32	10	24.6	18.8	ティンドゥーフ_アルジェリア	アルジェリア	27.7	N	8.17	W	443
32	11	18.6	4.9	ティンドゥーフ_アルジェリア	アルジェリア	27.7	N	8.17	W	443
32	12	14.3	4.4	ティンドゥーフ_アルジェリア	アルジェリア	27.7	N	8.17	W	443
33	1	13.3	66.9	テネス_アルジェリア	アルジェリア	36.5	N	1.33	E	17
33	2	13.6	54	テネス_アルジェリア	アルジェリア	36.5	N	1.33	E	17
33	3	15.3	38.8	テネス_アルジェリア	アルジェリア	36.5	N	1.33	E	17
33	4	16.9	45	テネス_アルジェリア	アルジェリア	36.5	N	1.33	E	17
33	5	19.6	33.5	テネス_アルジェリア	アルジェリア	36.5	N	1.33	E	17
33	6	22.9	4.5	テネス_アルジェリア	アルジェリア	36.5	N	1.33	E	17
33	7	25.4	0.9	テネス_アルジェリア	アルジェリア	36.5	N	1.33	E	17
33	8	26.4	2.2	テネス_アルジェリア	アルジェリア	36.5	N	1.33	E	17
33	9	24.1	16.3	テネス_アルジェリア	アルジェリア	36.5	N	1.33	E	17
33	10	21.2	44	テネス_アルジェリア	アルジェリア	36.5	N	1.33	E	17
33	11	17.1	95.7	テネス_アルジェリア	アルジェリア	36.5	N	1.33	E	17
33	12	14.6	66.3	テネス_アルジェリア	アルジェリア	36.5	N	1.33	E	17
34	1	12.8	102.8	デリス_アルジェリア	アルジェリア	36.92	N	3.95	E	5
34	2	12.6	93.3	デリス_アルジェリア	アルジェリア	36.92	N	3.95	E	5
34	3	14.1	76.7	デリス_アルジェリア	アルジェリア	36.92	N	3.95	E	5
34	4	15.7	88.9	デリス_アルジェリア	アルジェリア	36.92	N	3.95	E	5
34	5	18.7	60.2	デリス_アルジェリア	アルジェリア	36.92	N	3.95	E	5
34	6	22	11.3	デリス_アルジェリア	アルジェリア	36.92	N	3.95	E	5
34	7	24.4	1.7	デリス_アルジェリア	アルジェリア	36.92	N	3.95	E	5
34	8	25.3	14.7	デリス_アルジェリア	アルジェリア	36.92	N	3.95	E	5
34	9	23.3	56.8	デリス_アルジェリア	アルジェリア	36.92	N	3.95	E	5
34	10	20.8	69.1	デリス_アルジェリア	アルジェリア	36.92	N	3.95	E	5
34	11	17	129.3	デリス_アルジェリア	アルジェリア	36.92	N	3.95	E	5
34	12	13.8	123.3	デリス_アルジェリア	アルジェリア	36.92	N	3.95	E	5
35	1	10.6	11.9	トゥグルト_アルジェリア	アルジェリア	33.12	N	6.13	E	87
35	2	12.7	3.6	トゥグルト_アルジェリア	アルジェリア	33.12	N	6.13	E	87
35	3	17	8.3	トゥグルト_アルジェリア	アルジェリア	33.12	N	6.13	E	87
35	4	21.4	7.1	トゥグルト_アルジェリア	アルジェリア	33.12	N	6.13	E	87
35	5	26.5	2.8	トゥグルト_アルジェリア	アルジェリア	33.12	N	6.13	E	87
35	6	31.3	0.7	トゥグルト_アルジェリア	アルジェリア	33.12	N	6.13	E	87
35	7	34.4	0.6	トゥグルト_アルジェリア	アルジェリア	33.12	N	6.13	E	87
35	8	33.8	2.2	トゥグルト_アルジェリア	アルジェリア	33.12	N	6.13	E	87
35	9	29	6.7	トゥグルト_アルジェリア	アルジェリア	33.12	N	6.13	E	87
35	10	23.2	5.6	トゥグルト_アルジェリア	アルジェリア	33.12	N	6.13	E	87
35	11	15.9	5.4	トゥグルト_アルジェリア	アルジェリア	33.12	N	6.13	E	87
35	12	11.5	4.9	トゥグルト_アルジェリア	アルジェリア	33.12	N	6.13	E	87
36	1	10.3	43.6	トレムセン_アルジェリア	アルジェリア	35.02	N	1.47	W	246
36	2	11.2	37.4	トレムセン_アルジェリア	アルジェリア	35.02	N	1.47	W	246
36	3	13.3	40.2	トレムセン_アルジェリア	アルジェリア	35.02	N	1.47	W	246
36	4	15.4	35.6	トレムセン_アルジェリア	アルジェリア	35.02	N	1.47	W	246
36	5	18.8	27.9	トレムセン_アルジェリア	アルジェリア	35.02	N	1.47	W	246
36	6	22.7	4.2	トレムセン_アルジェリア	アルジェリア	35.02	N	1.47	W	246
36	7	26	1.2	トレムセン_アルジェリア	アルジェリア	35.02	N	1.47	W	246
36	8	26.5	2.5	トレムセン_アルジェリア	アルジェリア	35.02	N	1.47	W	246
36	9	22.9	15	トレムセン_アルジェリア	アルジェリア	35.02	N	1.47	W	246
36	10	19.2	27.9	トレムセン_アルジェリア	アルジェリア	35.02	N	1.47	W	246
36	11	14.5	46.2	トレムセン_アルジェリア	アルジェリア	35.02	N	1.47	W	246
36	12	11.6	35.9	トレムセン_アルジェリア	アルジェリア	35.02	N	1.47	W	246
37	1	6	14.3	ナーマ_アルジェリア	アルジェリア	33.27	N	0.3	W	NA
37	2	7.7	13.3	ナーマ_アルジェリア	アルジェリア	33.27	N	0.3	W	NA
37	3	11.4	20.2	ナーマ_アルジェリア	アルジェリア	33.27	N	0.3	W	NA
37	4	14.9	23.3	ナーマ_アルジェリア	アルジェリア	33.27	N	0.3	W	NA
37	5	19.8	18.2	ナーマ_アルジェリア	アルジェリア	33.27	N	0.3	W	NA
37	6	25.3	11.9	ナーマ_アルジェリア	アルジェリア	33.27	N	0.3	W	NA
37	7	29.3	5.3	ナーマ_アルジェリア	アルジェリア	33.27	N	0.3	W	NA
37	8	28	24.8	ナーマ_アルジェリア	アルジェリア	33.27	N	0.3	W	NA
37	9	22.8	24.8	ナーマ_アルジェリア	アルジェリア	33.27	N	0.3	W	NA
37	10	17.3	33.9	ナーマ_アルジェリア	アルジェリア	33.27	N	0.3	W	NA
37	11	10.6	31.7	ナーマ_アルジェリア	アルジェリア	33.27	N	0.3	W	NA
37	12	6.8	14.3	ナーマ_アルジェリア	アルジェリア	33.27	N	0.3	W	NA
38	1	11.1	3	ハッシメサウド_アルジェリア	アルジェリア	31.67	N	6.15	E	142
38	2	13.6	2.5	ハッシメサウド_アルジェリア	アルジェリア	31.67	N	6.15	E	142
38	3	18.3	4.4	ハッシメサウド_アルジェリア	アルジェリア	31.67	N	6.15	E	142
38	4	23	2.9	ハッシメサウド_アルジェリア	アルジェリア	31.67	N	6.15	E	142
38	5	28.4	2	ハッシメサウド_アルジェリア	アルジェリア	31.67	N	6.15	E	142
38	6	33.1	0.3	ハッシメサウド_アルジェリア	アルジェリア	31.67	N	6.15	E	142
38	7	36	0	ハッシメサウド_アルジェリア	アルジェリア	31.67	N	6.15	E	142
38	8	35.3	0.3	ハッシメサウド_アルジェリア	アルジェリア	31.67	N	6.15	E	142
38	9	30.9	4.1	ハッシメサウド_アルジェリア	アルジェリア	31.67	N	6.15	E	142
38	10	24.6	4.5	ハッシメサウド_アルジェリア	アルジェリア	31.67	N	6.15	E	142
38	11	16.9	4.2	ハッシメサウド_アルジェリア	アルジェリア	31.67	N	6.15	E	142
38	12	12.1	3.6	ハッシメサウド_アルジェリア	アルジェリア	31.67	N	6.15	E	142
39	1	5.9	30.7	バトナ_アルジェリア	アルジェリア	35.75	N	6.32	E	822
39	2	6.7	23.7	バトナ_アルジェリア	アルジェリア	35.75	N	6.32	E	822
39	3	10.4	33.2	バトナ_アルジェリア	アルジェリア	35.75	N	6.32	E	822
39	4	14	38.8	バトナ_アルジェリア	アルジェリア	35.75	N	6.32	E	822
39	5	18.2	48.1	バトナ_アルジェリア	アルジェリア	35.75	N	6.32	E	822
39	6	23.6	17.4	バトナ_アルジェリア	アルジェリア	35.75	N	6.32	E	822
39	7	27.5	5.4	バトナ_アルジェリア	アルジェリア	35.75	N	6.32	E	822
39	8	26.4	22.5	バトナ_アルジェリア	アルジェリア	35.75	N	6.32	E	822
39	9	21.6	30.6	バトナ_アルジェリア	アルジェリア	35.75	N	6.32	E	822
39	10	17	24.6	バトナ_アルジェリア	アルジェリア	35.75	N	6.32	E	822
39	11	10.7	24.3	バトナ_アルジェリア	アルジェリア	35.75	N	6.32	E	822
39	12	6.8	24.3	バトナ_アルジェリア	アルジェリア	35.75	N	6.32	E	822
40	1	4.7	24.8	バヤド_アルジェリア	アルジェリア	33.67	N	1	E	1341
40	2	6.2	16.3	バヤド_アルジェリア	アルジェリア	33.67	N	1	E	1341
40	3	9.7	29.2	バヤド_アルジェリア	アルジェリア	33.67	N	1	E	1341
40	4	13	28.5	バヤド_アルジェリア	アルジェリア	33.67	N	1	E	1341
40	5	18.2	22.1	バヤド_アルジェリア	アルジェリア	33.67	N	1	E	1341
40	6	23.7	14.1	バヤド_アルジェリア	アルジェリア	33.67	N	1	E	1341
40	7	28.1	7.1	バヤド_アルジェリア	アルジェリア	33.67	N	1	E	1341
40	8	26.9	14.2	バヤド_アルジェリア	アルジェリア	33.67	N	1	E	1341
40	9	21.6	30.5	バヤド_アルジェリア	アルジェリア	33.67	N	1	E	1341
40	10	16	36.2	バヤド_アルジェリア	アルジェリア	33.67	N	1	E	1341
40	11	9.3	29.4	バヤド_アルジェリア	アルジェリア	33.67	N	1	E	1341
40	12	5.7	24.1	バヤド_アルジェリア	アルジェリア	33.67	N	1	E	1341
41	1	11.7	16.3	ビスクラ_アルジェリア	アルジェリア	34.8	N	5.73	E	82
41	2	13.4	8.4	ビスクラ_アルジェリア	アルジェリア	34.8	N	5.73	E	82
41	3	17.3	15	ビスクラ_アルジェリア	アルジェリア	34.8	N	5.73	E	82
41	4	21.1	16.6	ビスクラ_アルジェリア	アルジェリア	34.8	N	5.73	E	82
41	5	26.1	9.8	ビスクラ_アルジェリア	アルジェリア	34.8	N	5.73	E	82
41	6	31.4	3.6	ビスクラ_アルジェリア	アルジェリア	34.8	N	5.73	E	82
41	7	34.7	1.2	ビスクラ_アルジェリア	アルジェリア	34.8	N	5.73	E	82
41	8	34.1	2.4	ビスクラ_アルジェリア	アルジェリア	34.8	N	5.73	E	82
41	9	29	17.7	ビスクラ_アルジェリア	アルジェリア	34.8	N	5.73	E	82
41	10	23.4	14.6	ビスクラ_アルジェリア	アルジェリア	34.8	N	5.73	E	82
41	11	16.8	14.6	ビスクラ_アルジェリア	アルジェリア	34.8	N	5.73	E	82
41	12	12.6	9.4	ビスクラ_アルジェリア	アルジェリア	34.8	N	5.73	E	82
42	1	8.2	77.4	ブイラ_アルジェリア	アルジェリア	36.38	N	3.88	E	555
42	2	8.8	66.8	ブイラ_アルジェリア	アルジェリア	36.38	N	3.88	E	555
42	3	12	62.4	ブイラ_アルジェリア	アルジェリア	36.38	N	3.88	E	555
42	4	14.7	51.1	ブイラ_アルジェリア	アルジェリア	36.38	N	3.88	E	555
42	5	18.8	39.6	ブイラ_アルジェリア	アルジェリア	36.38	N	3.88	E	555
42	6	24.1	10.6	ブイラ_アルジェリア	アルジェリア	36.38	N	3.88	E	555
42	7	28.1	4.9	ブイラ_アルジェリア	アルジェリア	36.38	N	3.88	E	555
42	8	27.4	13	ブイラ_アルジェリア	アルジェリア	36.38	N	3.88	E	555
42	9	22.9	34.4	ブイラ_アルジェリア	アルジェリア	36.38	N	3.88	E	555
42	10	19	43.3	ブイラ_アルジェリア	アルジェリア	36.38	N	3.88	E	555
42	11	13.2	69.5	ブイラ_アルジェリア	アルジェリア	36.38	N	3.88	E	555
42	12	9.4	79.3	ブイラ_アルジェリア	アルジェリア	36.38	N	3.88	E	555
43	1	9.2	26.6	ブーサアーダ_アルジェリア	アルジェリア	35.33	N	4.2	E	459
43	2	10.5	15.7	ブーサアーダ_アルジェリア	アルジェリア	35.33	N	4.2	E	459
43	3	14.4	14.3	ブーサアーダ_アルジェリア	アルジェリア	35.33	N	4.2	E	459
43	4	18	24.3	ブーサアーダ_アルジェリア	アルジェリア	35.33	N	4.2	E	459
43	5	23.3	22.2	ブーサアーダ_アルジェリア	アルジェリア	35.33	N	4.2	E	459
43	6	28.7	12.3	ブーサアーダ_アルジェリア	アルジェリア	35.33	N	4.2	E	459
43	7	32.6	6.5	ブーサアーダ_アルジェリア	アルジェリア	35.33	N	4.2	E	459
43	8	31.7	8	ブーサアーダ_アルジェリア	アルジェリア	35.33	N	4.2	E	459
43	9	26.1	23.3	ブーサアーダ_アルジェリア	アルジェリア	35.33	N	4.2	E	459
43	10	20.4	27.2	ブーサアーダ_アルジェリア	アルジェリア	35.33	N	4.2	E	459
43	11	13.7	18.7	ブーサアーダ_アルジェリア	アルジェリア	35.33	N	4.2	E	459
43	12	9.8	11.4	ブーサアーダ_アルジェリア	アルジェリア	35.33	N	4.2	E	459
44	1	9.7	5.1	ベシャル_アルジェリア	アルジェリア	31.5	N	2.25	W	809
44	2	12.4	9.9	ベシャル_アルジェリア	アルジェリア	31.5	N	2.25	W	809
44	3	16.6	10.7	ベシャル_アルジェリア	アルジェリア	31.5	N	2.25	W	809
44	4	20.8	6.1	ベシャル_アルジェリア	アルジェリア	31.5	N	2.25	W	809
44	5	25.6	5.4	ベシャル_アルジェリア	アルジェリア	31.5	N	2.25	W	809
44	6	30.9	4.9	ベシャル_アルジェリア	アルジェリア	31.5	N	2.25	W	809
44	7	34.7	2.1	ベシャル_アルジェリア	アルジェリア	31.5	N	2.25	W	809
44	8	33.7	3	ベシャル_アルジェリア	アルジェリア	31.5	N	2.25	W	809
44	9	28.4	10.1	ベシャル_アルジェリア	アルジェリア	31.5	N	2.25	W	809
44	10	22.1	16.7	ベシャル_アルジェリア	アルジェリア	31.5	N	2.25	W	809
44	11	15.2	18.1	ベシャル_アルジェリア	アルジェリア	31.5	N	2.25	W	809
